address,isHostedBySuperhost,name,numberOfGuests,pricing/rate/amountFormatted,primaryHost/badges/0,primaryHost/badges/1,primaryHost/firstName,primaryHost/memberSince,primaryHost/responseRate,primaryHost/smartName,roomType,url
"Lahore, Punjab, Pakistan",No,a true home away from home,4.0,$46,0 Reviews,Identity verified,Shahbaz,Joined in August 2019,0.0,Shahbaz,Private room,https://www.airbnb.com/rooms/37435869
"Lahore, Punjab, Pakistan",No,"A very clean, safe and hygienic friendly space.",6.0,$46,0 Reviews,Identity verified,Zainab,Joined in January 2015,0.0,Zainab,Private room,https://www.airbnb.com/rooms/35749215
"Karachi, Sindh, Pakistan",No,"A VIP PENTHOUSE FOR A BEST LIVING, FOR EVERYONE.",4.0,$46,0 Reviews,Identity verified,Farhan,Joined in November 2020,0.17,Farhan,Private room,https://www.airbnb.com/rooms/46670008
"Karachi, Sindh, Pakistan",No,"A114, Block 1, Metroville 3rd, Gulshan-e-Iqbal",4.0,$29,0 Reviews,Identity not verified,Kamran,Joined in March 2018,0.0,Kamran,Private room,https://www.airbnb.com/rooms/24622004
"Karachi, Sindh, Pakistan",No,Abc,4.0,$29,0 Reviews,Identity verified,Syed,Joined in October 2020,0.0,Syed,Entire place,https://www.airbnb.com/rooms/48795759
"Karachi, Sindh, Pakistan",No,Accommodation in Gulshan-e-Iqbal near Stadium,2.0,$51,11 Reviews,Identity verified,Parveen,Joined in October 2018,1.0,Parveen,Private room,https://www.airbnb.com/rooms/32911326
"Islamabad, Islamabad Capital Territory, Pakistan",No,Adam's Inn,3.0,$46,22 Reviews,Identity verified,Jazib,Joined in October 2021,1.0,Jazib,Entire place,https://www.airbnb.com/rooms/53039020
"Lahore, Punjab, Pakistan",No,Adress 08 in Bahria Town,2.0,$23,0 Reviews,Identity verified,Taha,Joined in October 2021,1.0,Taha,Entire place,https://www.airbnb.com/rooms/53085786
"Lahore, Punjab, Pakistan",No,"Affordable room in center of Lahore, near bus stop",2.0,$11,0 Reviews,Identity verified,Amir,Joined in October 2020,0.0,Amir,Private room,https://www.airbnb.com/rooms/45802908
"Karachi, Sindh, Pakistan",No,Air conditioned rooms for working professionals,1.0,$29,0 Reviews,Identity not verified,Muhammad,Joined in November 2020,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/52979615
"Islamabad, Islamabad Capital Territory, Pakistan",No,Airport Farmhouse,10.0,$23,1 Review,Identity verified,Usman,Joined in January 2020,0.0,Usman,Private room,https://www.airbnb.com/rooms/41259220
"Karachi, Sindh, Pakistan",No,Airport Guest House Near Airport,10.0,$23,0 Reviews,Identity not verified,Airport guest house,Joined in October 2020,0.0,Airport Guest House,Private room,https://www.airbnb.com/rooms/45905049
"Rawalpindi, Punjab, Pakistan",No,Airport Lodges-New Islamabad International Airport,2.0,$34,0 Reviews,Identity verified,Airport,Joined in December 2021,0.0,Airport,Entire place,https://www.airbnb.com/rooms/54075323
"Lahore, Punjab, Pakistan",No,Al Burhan Express Hotel  Lahore,4.0,$46,1 Review,Identity verified,Zaheer,Joined in June 2019,0.0,Zaheer,Private room,https://www.airbnb.com/rooms/37520840
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Al mustafa towers
2 Bed Furnished",4.0,$66,0 Reviews,Identity verified,Nasim,Joined in February 2020,0.75,Nasim,Entire place,https://www.airbnb.com/rooms/42625182
"Lahore, Punjab, Pakistan",No,Al Safina Hotel,2.0,$22,0 Reviews,Identity verified,Tabaruk,Joined in March 2021,0.75,Tabaruk,Private room,https://www.airbnb.com/rooms/48808275
"Islamabad, Islamabad Capital Territory, Pakistan",No,AL SYED LODGES FOR FAMILIES AND TRAVELERS ONLY,5.0,$55,7 Reviews,Identity verified,Syed mujtaba,Joined in August 2021,0.0,Syed Mujtaba,Entire place,https://www.airbnb.com/rooms/51905830
"Lahore, Punjab, Pakistan",No,Al-Warda Hotel,16.0,$34,0 Reviews,Identity not verified,Irfan,Joined in March 2020,0.0,Irfan,Private room,https://www.airbnb.com/rooms/42689109
"Karachi, Sindh, Pakistan",No,all-rounder safe and convenient AirBnB.,4.0,$29,0 Reviews,Identity verified,Faraz,Joined in November 2020,0.0,Faraz,Private room,https://www.airbnb.com/rooms/52296160
"Karachi, Sindh, Pakistan",No,Aman Orchid Tower,2.0,$33,0 Reviews,Identity not verified,Touqeer,Joined in June 2019,0.0,Touqeer,Shared room,https://www.airbnb.com/rooms/38783926
"Lahore, Punjab, Pakistan",No,Amazing 1 Bedroom with full bathroom and secure Parking available. Super Clean and dustfree environment.,3.0,$32,0 Reviews,Identity not verified,Hashir,Joined in October 2019,0.0,Hashir,Private room,https://www.airbnb.com/rooms/51112630
"Karachi, Sindh, Pakistan",No,Ambassador House (Furnished House In Defence Khi),12.0,$68,5 Reviews,Identity verified,Mohammad,Joined in May 2017,0.7,Mohammad,Entire place,https://www.airbnb.com/rooms/19244369
"Lahore, Punjab, Pakistan",No,An uper floor of a big Villa at a prestegious locality. newly constructed.,4.0,$33,0 Reviews,Identity verified,Shahid,Joined in April 2021,0.13,Shahid,Entire place,https://www.airbnb.com/rooms/51590534
"Karachi, Sindh, Pakistan",No,Apartment,2.0,$46,1 Review,Identity verified,Faysal,Joined in April 2018,0.0,Faysal,Private room,https://www.airbnb.com/rooms/24543787
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Apartment 2 Bed Parking Netflix WiFi UhdTv Kitchen,5.0,$57,150 Reviews,Identity verified,Murtaza,Joined in October 2020,1.0,Murtaza,Entire place,https://www.airbnb.com/rooms/46744442
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Apartment 2 BR Lounge Kitchen 55""smart TV wifi AC.",4.0,$57,2 Reviews,Identity verified,Omer,Joined in December 2021,1.0,Omer,Entire place,https://www.airbnb.com/rooms/53895304
"Karachi, Sindh, Pakistan",No,Apartment 3rd floor,2.0,$57,1 Review,Identity verified,Abeer,Joined in November 2015,0.0,Abeer,Entire place,https://www.airbnb.com/rooms/39307674
"Karachi, Sindh, Pakistan",No,apartment room,2.0,$21,0 Reviews,Identity verified,Awais,Joined in December 2017,0.0,Awais,Private room,https://www.airbnb.com/rooms/22224962
"Karachi, Sindh, Pakistan",No,Appartment 3rd floor,2.0,$68,1 Review,Identity verified,Abeer,Joined in November 2015,0.0,Abeer,Entire place,https://www.airbnb.com/rooms/32430706
"Karachi, Sindh, Pakistan",No,Apple Karachi Guest House,2.0,$31,5 Reviews,Identity verified,Attiq,Joined in September 2018,0.0,Attiq,Private room,https://www.airbnb.com/rooms/28984457
"Karachi, Sindh, Pakistan",No,Arika apartment,4.0,$60,0 Reviews,Identity not verified,Nisar,Joined in September 2018,0.33,Nisar,Entire place,https://www.airbnb.com/rooms/28779106
"Lahore, Punjab, Pakistan",No,Asad's Place,3.0,$14,0 Reviews,Identity verified,Asad,Joined in June 2018,0.0,Asad,Private room,https://www.airbnb.com/rooms/25795755
"Karachi, Sindh, Pakistan",No,Asaish Inn Guest House,16.0,$34,0 Reviews,Identity verified,Asadullah,Joined in March 2018,0.0,Asadullah,Private room,https://www.airbnb.com/rooms/24057120
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Askin Apartments 35-A,3.0,$34,59 Reviews,Identity verified,Assaba,Joined in December 2021,1.0,Assaba,Entire place,https://www.airbnb.com/rooms/54350632
"Lahore, Punjab, Pakistan",No,Attractive place near to Market & Doctors Hospital,2.0,$34,2 Reviews,Identity verified,Khawaja javed,Joined in May 2019,0.0,Khawaja Javed,Entire place,https://www.airbnb.com/rooms/34728802
"Karachi, Sindh, Pakistan",No,Awan Residency,7.0,$57,0 Reviews,Identity verified,Muhammad,Joined in May 2020,0.0,Muhammad,Entire place,https://www.airbnb.com/rooms/43383113
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Backpackers Hostel 4 Bed Dormitory,4.0,$11,281 Reviews,Identity verified,Haris ali,Joined in November 2016,0.9,Haris Ali,Shared room,https://www.airbnb.com/rooms/23038245
"Karachi, Sindh, Pakistan",No,"Bahadurabad, Karachi",16.0,$33,0 Reviews,Identity verified,Faisal,Joined in October 2020,0.0,Faisal,Private room,https://www.airbnb.com/rooms/45843095
"Rawalpindi, Punjab, Pakistan",No,Bahria Heights Ext 1 Modern Apartment,2.0,$47,0 Reviews,Identity verified,Landpedia,Joined in June 2018,0.0,Landpedia,Entire place,https://www.airbnb.com/rooms/25792941
"Lahore, Punjab, Pakistan",No,Bahria town Lahore Brand new residence In Ghaznavi,2.0,$40,0 Reviews,Identity verified,Hassan,Joined in July 2020,0.0,Hassan,Private room,https://www.airbnb.com/rooms/44087582
"Islamabad, Islamabad Capital Territory, Pakistan",No,Bani Gala House (Double Bed) with Parking,2.0,$18,0 Reviews,Identity verified,Ehsan,Joined in November 2021,0.0,Ehsan,Private room,https://www.airbnb.com/rooms/53598135
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,"Basic, comfort, private entrance bedroom in F-6",2.0,$21,329 Reviews,Identity verified,S,Joined in April 2016,1.0,S,Private room,https://www.airbnb.com/rooms/45963152
"Karachi, Sindh, Pakistan",No,Bath island Houses,2.0,$34,5 Reviews,Identity verified,Attiq,Joined in September 2018,0.0,Attiq,Private room,https://www.airbnb.com/rooms/33525037
"Karachi, Sindh, Pakistan",No,BAWANY LODGE  WAITING FOR YOUR HOSPITALITY,8.0,$38,0 Reviews,Identity verified,Muhammad yaqoob,Joined in September 2016,0.57,Muhammad Yaqoob,Private room,https://www.airbnb.com/rooms/52286392
"Lahore, Punjab, Pakistan",No,BB's,4.0,$51,0 Reviews,Identity verified,Muhammad,Joined in December 2019,1.0,Muhammad,Private room,https://www.airbnb.com/rooms/41064251
"Islamabad, Islamabad Capital Territory, Pakistan",No,Beautiful 1 bed service apartment in gulberg green,3.0,$46,0 Reviews,Identity verified,Hafeez,Joined in January 2022,1.0,Hafeez,Entire place,https://www.airbnb.com/rooms/54155543
"Lahore, Punjab, Pakistan",No,Beautiful 1-Bedroom with Balcony,2.0,$15,0 Reviews,Identity verified,Abdul,Joined in September 2021,0.33,Abdul,Private room,https://www.airbnb.com/rooms/52317698
"Islamabad, Islamabad Capital Territory, Pakistan",No,Beautiful 2 bedrooms for stay,4.0,$67,0 Reviews,Identity verified,Capital suites,Joined in August 2021,0.0,Capital Suites,Entire place,https://www.airbnb.com/rooms/53055184
"Islamabad, Islamabad Capital Territory, Pakistan",No,Beautiful 3 bedroom home in Islamabad.,8.0,$80,3 Reviews,Identity verified,Obaid,Joined in October 2019,0.0,Obaid,Entire place,https://www.airbnb.com/rooms/54121511
"Islamabad, Islamabad Capital Territory, Pakistan",No,Beautiful 3 bedroom house with private parking.,6.0,$54,1 Review,Identity verified,Asiya,Joined in December 2021,0.0,Asiya,Entire place,https://www.airbnb.com/rooms/53843684
"Lahore, Punjab, Pakistan",No,Beautiful Accomodations in Heart Of Lahore.,3.0,$33,1 Review,Identity verified,Fakhar e,Joined in April 2021,1.0,Fakhar E,Private room,https://www.airbnb.com/rooms/49367996
"Rawalpindi, Punjab, Pakistan",No,Beautiful and Classy One Bedroom Apartment,2.0,$38,8 Reviews,Identity verified,Naveed,Joined in October 2021,1.0,Naveed,Entire place,https://www.airbnb.com/rooms/52787473
"Rawalpindi, Punjab, Pakistan",No,Beautiful and Hygienic Serviced Apartments,4.0,$80,0 Reviews,Identity verified,Naveed,Joined in May 2016,0.0,Naveed,Private room,https://www.airbnb.com/rooms/51722032
"Islamabad, Islamabad Capital Territory, Pakistan",No,Beautiful Banglow Rooms for Foreginers and Locals,6.0,$57,1 Review,Identity verified,Absar,Joined in January 2021,0.0,Absar,Private room,https://www.airbnb.com/rooms/49152635
"Lahore, Punjab, Pakistan",No,Beautiful bunglow in DHA,2.0,$46,0 Reviews,Identity verified,Muhammad,Joined in April 2016,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/25403593
"Rawalpindi, Punjab, Pakistan",No,Beautiful Cozy Apartment with Free Parking,2.0,$49,4 Reviews,Identity verified,Ahsan,Joined in July 2016,0.0,Ahsan,Entire place,https://www.airbnb.com/rooms/53178041
"Islamabad, Islamabad Capital Territory, Pakistan",No,Beautiful fully furnished 2 bedroom Apartment,5.0,$51,2 Reviews,Identity verified,Asfandyar,Joined in November 2021,0.0,Asfandyar,Entire place,https://www.airbnb.com/rooms/53586126
"Rawalpindi, Punjab, Pakistan",No,Beautiful Furnished Serviced Apartment Bahria Town,2.0,$34,8 Reviews,Identity verified,Naveed,Joined in October 2021,1.0,Naveed,Entire place,https://www.airbnb.com/rooms/52788427
"Lahore, Punjab, Pakistan",No,Beautiful house portion separate entrance 2 beds,5.0,$55,0 Reviews,Identity verified,Muhammad,Joined in July 2021,0.0,Muhammad,Entire place,https://www.airbnb.com/rooms/50932294
"Lahore, Punjab, Pakistan",No,Beautiful One Bedroom Luxury Apartment,3.0,$46,0 Reviews,Identity verified,Khalil,Joined in March 2021,0.0,Khalil,Entire place,https://www.airbnb.com/rooms/48827123
"Lahore, Punjab, Pakistan",No,Beautiful room for families,2.0,$46,0 Reviews,Identity not verified,Muhammad usman,Joined in December 2019,0.0,Muhammad Usman,Private room,https://www.airbnb.com/rooms/42044939
"Lahore, Punjab, Pakistan",No,Beautiful Room with 2 single beds,4.0,$57,0 Reviews,Identity not verified,Mian,Joined in July 2019,0.0,Mian,Private room,https://www.airbnb.com/rooms/37270876
"Karachi, Sindh, Pakistan",No,Beautiful stay,2.0,$11,0 Reviews,Identity verified,Kamran,Joined in February 2021,0.7,Kamran,Private room,https://www.airbnb.com/rooms/48994022
"Lahore, Punjab, Pakistan",No,BED & BATH,2.0,$23,0 Reviews,Identity not verified,Nayyer,Joined in February 2018,0.0,Nayyer,Private room,https://www.airbnb.com/rooms/32158804
"Lahore, Punjab, Pakistan",No,Bed and sitting room near Daewoo stop with wifi,2.0,$19,2 Reviews,Identity verified,Gul wali,Joined in September 2021,1.0,Gul Wali,Private room,https://www.airbnb.com/rooms/52217776
"Karachi, Sindh, Pakistan",Yes,"Bed, Beach, Restaurants and Mall !",3.0,$34,91 Reviews,Identity verified,Ali,Joined in July 2020,1.0,Ali,Private room,https://www.airbnb.com/rooms/47458224
"Karachi, Sindh, Pakistan",No,Bedroom 1 in a Bungalow in DHA,4.0,$55,0 Reviews,Identity verified,Jasmine,Joined in November 2019,0.0,Jasmine,Private room,https://www.airbnb.com/rooms/40380172
"Lahore, Punjab, Pakistan",No,BedRoom only for female,1.0,$15,0 Reviews,Identity not verified,Zubair,Joined in October 2022,0.0,Zubair,Private room,https://www.airbnb.com/rooms/744521810616128900
"Rawalpindi, Punjab, Pakistan",Yes,"Bedroom with dedicated Workspace, attached Bathroom, separate entrance, 20MB WiFi, 100% privacy, and access to Kitchen upon request.",2.0,$13,17 Reviews,Identity verified,Hassan ahmed,Joined in August 2021,1.0,Hassan Ahmed,Private room,https://www.airbnb.com/rooms/53057389
"Karachi, Sindh, Pakistan",No,Belcool is a nice room,2.0,$34,0 Reviews,Identity not verified,Arbaz,Joined in October 2022,0.0,Arbaz,Private room,https://www.airbnb.com/rooms/744912476749532300
"Karachi, Sindh, Pakistan",No,Belmond Resort,10.0,$66,0 Reviews,Identity not verified,Syed shan,Joined in January 2020,0.0,Syed Shan,Private room,https://www.airbnb.com/rooms/41793643
"Karachi, Sindh, Pakistan",No,Best facilities in low budget In VIP Clifton area,16.0,$31,0 Reviews,Identity verified,Nosher,Joined in October 2020,0.0,Nosher,Private room,https://www.airbnb.com/rooms/45851424
"Karachi, Sindh, Pakistan",No,Best fully Furnished Room's for families,2.0,$40,1 Review,Identity not verified,Akhtiar,Joined in August 2018,1.0,Akhtiar,Private room,https://www.airbnb.com/rooms/54075267
"Lahore, Punjab, Pakistan",No,Best Hotel accommodation in Hotel,2.0,$34,1 Review,Identity verified,Zaheer,Joined in June 2019,0.0,Zaheer,Private room,https://www.airbnb.com/rooms/35839907
"Islamabad, Islamabad Capital Territory, Pakistan",No,Best in Town,4.0,$68,0 Reviews,Identity verified,Akhtar,Joined in September 2020,0.0,Akhtar,Entire place,https://www.airbnb.com/rooms/45549619
"Karachi, Sindh, Pakistan",No,Best Location opposit food'street bunglow portion,2.0,$30,1 Review,Identity not verified,Akhtiar,Joined in August 2018,1.0,Akhtiar,Private room,https://www.airbnb.com/rooms/54075211
"Lahore, Punjab, Pakistan",No,Best place for entire Lahore Visit,4.0,$17,0 Reviews,Identity verified,Waqas,Joined in September 2013,0.0,Waqas,Private room,https://www.airbnb.com/rooms/41275270
"Karachi, Sindh, Pakistan",No,Best place near Karachi Airport,4.0,$21,0 Reviews,Identity not verified,Shahid,Joined in December 2017,0.17,Shahid,Private room,https://www.airbnb.com/rooms/22063286
"Karachi, Sindh, Pakistan",No,Best place to live near airport.,2.0,$68,0 Reviews,Identity not verified,Kaleem,Joined in December 2017,0.0,Kaleem,Private room,https://www.airbnb.com/rooms/24421943
"Lahore, Punjab, Pakistan",No,Best Place to Spend a night in Lahore,2.0,$23,0 Reviews,Identity not verified,Saad,Joined in March 2020,0.0,Saad,Private room,https://www.airbnb.com/rooms/42743334
"Karachi, Sindh, Pakistan",No,Best place to stay near airport,2.0,$23,0 Reviews,Identity verified,Rayan,Joined in December 2017,0.0,Rayan,Private room,https://www.airbnb.com/rooms/34995393
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Best Place To Stay, After ""Calling It A Day""",2.0,$21,0 Reviews,Identity verified,Faran,Joined in December 2021,0.0,Faran,Private room,https://www.airbnb.com/rooms/53887325
"Karachi, Sindh, Pakistan",No,Best room,2.0,$30,0 Reviews,Identity verified,Sameer,Joined in February 2021,0.0,Sameer,Entire place,https://www.airbnb.com/rooms/48368606
"Lahore, Punjab, Pakistan",No,BHATTI HOUSE,2.0,$57,0 Reviews,Identity not verified,Irfan,Joined in May 2019,0.0,Irfan,Private room,https://www.airbnb.com/rooms/34507933
"Lahore, Punjab, Pakistan",No,Bhurban Executive Suites brings holiday happiness,6.0,$34,0 Reviews,Identity not verified,Muhammad,Joined in October 2020,0.0,Muhammad,Entire place,https://www.airbnb.com/rooms/46018011
"Karachi, Sindh, Pakistan",No,Big n comfortable room near Karachi Int. Airport,2.0,$23,0 Reviews,Identity not verified,Muhammad zeeshan,Joined in August 2020,0.0,Muhammad Zeeshan,Private room,https://www.airbnb.com/rooms/45210974
"Islamabad, Islamabad Capital Territory, Pakistan",No,Blair House,2.0,$63,4 Reviews,Identity verified,Noumaan,Joined in January 2019,1.0,Noumaan,Entire place,https://www.airbnb.com/rooms/31700985
"Islamabad, Islamabad Capital Territory, Pakistan",No,BLUE MOON,2.0,$21,2 Reviews,Identity verified,Ali hamza,Joined in May 2021,1.0,Ali Hamza,Private room,https://www.airbnb.com/rooms/54087894
"Islamabad, Islamabad Capital Territory, Pakistan",No,Blue Moon Residency,4.0,$56,0 Reviews,Identity verified,Faisal,Joined in March 2021,0.0,Faisal,Private room,https://www.airbnb.com/rooms/48465866
"Lahore, Punjab, Pakistan",No,BnB Hotel,4.0,$23,0 Reviews,Identity not verified,Asher,Joined in November 2019,0.0,Asher,Private room,https://www.airbnb.com/rooms/39882795
"Lahore, Punjab, Pakistan",No,Booked your upcoming stay with Al Burhan Express,1.0,$40,1 Review,Identity verified,Zaheer,Joined in June 2019,0.0,Zaheer,Private room,https://www.airbnb.com/rooms/45444491
